Country,CountryCode,Region,IncomeGroup,LifeExp,MajorReligion,MajorReligionPop,Year,Beer_LitersAlcPerYear,Beer_LitersPerYear,Wine_LitersAlcPerYear,Wine_LitersPerYear,Spirits_LitersAlcPerYear,Spirits_LitersPerYear,Total_LitersAlcPerYear
Brunei Darussalam,BRN,Western Pacific,High_income,68.7,Muslim,309962,2006,0.5,10.0,0.03,0.25,0.11,0.27499999999999997,0.64
Bhutan,BTN,South_East Asia,Lower_middle_income,59.4,,,2006,0.25,5.0,0.02,0.16666666666666669,0.02,0.049999999999999996,0.29000000000000004
Botswana,BWA,Africa,Upper_middle_income,54.2,Roman Catholic,1171537,2006,2.67,53.4,1.43,11.916666666666666,1.08,2.7,5.18
Central African Republic,CAF,Africa,Low_income,43.7,,,2006,0.27,5.4,0.08,0.6666666666666667,0.04,0.09999999999999999,0.39
Canada,CAN,Americas,High_income,72.0,Roman Catholic,12728880,2006,4.2,84.0,1.7,14.166666666666666,2.1,5.25,8.0
Switzerland,CHE,Europe,High_income,72.3,Roman Catholic,2532217,2006,3.21,64.19999999999999,5.0,41.66666666666667,1.9,4.749999999999999,10.110000000000001
Chile,CHL,Americas,Upper_middle_income,70.3,Roman Catholic,7853428,2006,2.26,45.199999999999996,2.22,18.500000000000004,2.85,7.125,7.33
China,CHN,Western Pacific,Lower_middle_income,68.0,,,2006,1.34,26.8,0.06,0.5,1.88,4.699999999999999,3.2800000000000002
Côte d'Ivoire,CIV,Africa,Lower_middle_income,45.6,Muslim,9618121,2006,0.62,12.399999999999999,0.2,1.6666666666666667,0.02,0.049999999999999996,0.8400000000000001
Cameroon,CMR,Africa,Lower_middle_income,48.5,,,2006,2.08,41.6,0.08,0.6666666666666667,0.05,0.125,2.21
Democratic Republic of the Congo,COD,Africa,Low_income,44.4,,,2006,0.42,8.399999999999999,0.01,0.08333333333333334,0.04,0.09999999999999999,0.47
Congo,COG,Africa,Lower_middle_income,50.3,,,2006,1.76,35.199999999999996,0.27,2.2500000000000004,0.22,0.5499999999999999,2.2500000000000004
Cook Islands,COK,Western Pacific,High_income,64.5,Cook Islands Christian Church,7356,2006,2.65,52.99999999999999,1.13,9.416666666666666,2.55,6.374999999999999,6.33
Colombia,COL,Americas,Upper_middle_income,67.2,,,2006,3.03,60.599999999999994,0.04,0.33333333333333337,1.44,3.5999999999999996,4.51
Comoros,COM,Africa,Low_income,53.8,,,2006,0.13,2.6,0.02,0.16666666666666669,0.09,0.22499999999999998,0.24
Cabo Verde,CPV,Africa,Lower_middle_income,63.8,,,2006,1.92,38.4,1.87,15.583333333333334,0.46,1.15,4.25
Costa Rica,CRI,Americas,Upper_middle_income,69.3,,,2006,2.32,46.39999999999999,0.17,1.4166666666666667,1.62,4.05,4.109999999999999
Cuba,CUB,Americas,Upper_middle_income,66.4,,,2006,1.56,31.2,0.05,0.4166666666666667,2.53,6.324999999999999,4.14
Cyprus,CYP,Europe,High_income,74.4,Orthodox,653635,2006,3.58,71.6,2.92,24.333333333333332,4.97,12.424999999999999,11.469999999999999
Czech Republic,CZE,Europe,High_income,68.7,Unknown,4662455,2006,7.03,140.6,2.3,19.166666666666664,3.7,9.25,13.030000000000001
Germany,DEU,Europe,High_income,71.1,Other,32783750,2006,6.52,130.39999999999998,3.03,25.25,2.21,5.5249999999999995,11.759999999999998
Djibouti,DJI,Eastern Mediterranean,Lower_middle_income,52.9,,,2006,0.2,4.0,0.04,0.33333333333333337,0.75,1.875,0.99
Dominica,DMA,Americas,Upper_middle_income,63.1,Roman Catholic,42174,2006,0.77,15.4,0.71,5.916666666666667,7.11,17.775,8.59
Denmark,DNK,Europe,High_income,70.0,,,2006,4.92,98.39999999999999,4.34,36.166666666666664,1.69,4.225,10.95
Dominican Republic,DOM,Americas,Upper_middle_income,63.0,,,2006,3.33,66.6,0.15,1.25,2.67,6.675,6.15
Algeria,DZA,Africa,Upper_middle_income,62.4,,,2006,0.17,3.4,0.17,1.4166666666666667,0.02,0.049999999999999996,0.36000000000000004
Ecuador,ECU,Americas,Lower_middle_income,65.9,,,2006,2.1,42.0,0.05,0.4166666666666667,1.36,3.4,3.51
Egypt,EGY,Eastern Mediterranean,Lower_middle_income,61.8,,,2006,0.11,2.1999999999999997,0.02,0.16666666666666669,0.05,0.125,0.18
Eritrea,ERI,Africa,Low_income,54.5,,,2006,0.5,10.0,0.0,0.0,0.0,0.0,0.5
Spain,ESP,Europe,High_income,73.2,,,2006,5.15,103.0,3.2,26.666666666666668,3.28,8.2,11.63
Estonia,EST,Europe,High_income,67.0,No Religion,592588,2006,6.48,129.6,1.5,12.5,6.62,16.55,14.600000000000001
Ethiopia,ETH,Africa,Low_income,55.6,Orthodox,32092182,2006,0.34,6.8,0.01,0.08333333333333334,0.07,0.17500000000000002,0.42000000000000004
Finland,FIN,Europe,High_income,70.8,Lutheran,4207192,2006,4.57,91.4,1.55,12.916666666666668,2.86,7.1499999999999995,8.98
Fiji,FJI,Western Pacific,Upper_middle_income,60.4,Methodist,289923,2006,1.37,27.400000000000002,0.02,0.16666666666666669,0.67,1.675,2.06
France,FRA,Europe,High_income,71.8,,,2006,2.4,47.99999999999999,7.1,59.166666666666664,2.7,6.75,12.2
Micronesia (Federated States of),FSM,Western Pacific,Lower_middle_income,59.8,Roman Catholic,56365,2006,0.71,14.2,0.09,0.75,0.94,2.3499999999999996,1.7399999999999998
Gabon,GAB,Africa,Upper_middle_income,53.9,,,2006,5.55,110.99999999999999,0.97,8.083333333333334,1.46,3.65,7.9799999999999995
United Kingdom of Great Britain and Northern Ireland,GBR,Europe,High_income,70.5,Roman Catholic,37583962,2006,4.7,94.0,3.9,32.5,2.25,5.625,10.85
Georgia,GEO,Europe,Lower_middle_income,65.2,Christian Orthodox,3097573,2006,0.86,17.2,3.39,28.250000000000004,1.93,4.824999999999999,6.18
Ghana,GHA,Africa,Low_income,54.1,Pentecostal,6980792,2006,0.49,9.799999999999999,0.11,0.9166666666666667,0.07,0.17500000000000002,0.6699999999999999
Guinea,GIN,Africa,Low_income,49.8,Muslim,9358718,2006,0.12,2.4,0.01,0.08333333333333334,0.01,0.024999999999999998,0.14
Gambia,GMB,Africa,Low_income,52.9,,,2006,0.24,4.8,0.03,0.25,0.04,0.09999999999999999,0.31
Guinea_Bissau,GNB,Africa,Low_income,46.4,Muslim,650402,2006,0.38,7.6,0.41,3.4166666666666665,0.52,1.3,1.31
Equatorial Guinea,GNQ,Africa,High_income,47.4,,,2006,3.41,68.2,3.87,32.25,0.0,0.0,7.28
Greece,GRC,Europe,High_income,71.3,,,2006,2.27,45.4,4.74,39.5,2.27,5.675,9.28
Grenada,GRD,Americas,Upper_middle_income,62.4,,,2006,4.16,83.2,0.32,2.666666666666667,4.39,10.974999999999998,8.870000000000001
Guatemala,GTM,Americas,Lower_middle_income,62.5,,,2006,1.12,22.400000000000002,0.03,0.25,1.22,3.05,2.37
Guyana,GUY,Americas,Lower_middle_income,54.4,,,2006,1.45,28.999999999999996,0.01,0.08333333333333334,5.55,13.874999999999998,7.01
Honduras,HND,Americas,Lower_middle_income,63.7,,,2006,1.28,25.599999999999998,0.02,0.16666666666666669,1.93,4.824999999999999,3.23
Croatia,HRV,Europe,High_income,67.8,Roman Catholic,3697143,2006,4.99,99.8,5.19,43.25000000000001,1.27,3.175,11.45
Haiti,HTI,Americas,Low_income,51.8,,,2006,0.02,0.39999999999999997,0.01,0.08333333333333334,6.15,15.375,6.180000000000001
Hungary,HUN,Europe,High_income,64.9,Roman Catholic,3691389,2006,4.38,87.6,4.53,37.75,4.25,10.625,13.16
Indonesia,IDN,South_East Asia,Lower_middle_income,62.3,Muslim,207176162,2006,0.06,1.2,0.0,0.0,0.0,0.0,0.06
India,IND,South_East Asia,Lower_middle_income,57.5,Hindu,827578868,2006,0.11,2.1999999999999997,0.02,0.16666666666666669,1.25,3.125,1.38
Ireland,IRL,Europe,High_income,71.0,Roman Catholic,3861335,2006,6.87,137.4,2.77,23.083333333333336,2.58,6.45,12.22
Iran (Islamic Republic of),IRN,Eastern Mediterranean,Lower_middle_income,64.4,Muslim,79598054,2006,0.0,0.0,0.0,0.0,0.02,0.049999999999999996,0.02
Iraq,IRQ,Eastern Mediterranean,Lower_middle_income,61.4,,,2006,0.0,0.0,0.0,0.0,0.03,0.075,0.03
Iceland,ISL,Europe,High_income,72.2,,,2006,3.78,75.6,1.97,16.416666666666668,1.36,3.4,7.11
Israel,ISR,Europe,High_income,72.2,Jewish,4476225,2006,0.78,15.6,0.18,1.5,1.21,3.025,2.17
Italy,ITA,Europe,High_income,72.9,,,2006,1.76,35.199999999999996,5.7,47.5,0.98,2.4499999999999997,8.44
Jamaica,JAM,Americas,Upper_middle_income,63.4,No Religion,571988,2006,1.56,31.2,0.15,1.25,1.6,4.0,3.31
Jordan,JOR,Eastern Mediterranean,Lower_middle_income,64.3,,,2006,0.18,3.5999999999999996,0.02,0.16666666666666669,0.39,0.975,0.59
Japan,JPN,Western Pacific,High_income,75.0,,,2006,1.67,33.4,0.26,2.166666666666667,3.37,8.424999999999999,5.3
Kazakhstan,KAZ,Europe,Upper_middle_income,60.2,Muslim,11239176,2006,2.22,44.4,0.35,2.9166666666666665,4.51,11.274999999999999,7.08
Kenya,KEN,Africa,Low_income,53.2,Protestant,15777430,2006,0.81,16.2,0.02,0.16666666666666669,0.44,1.0999999999999999,1.27
Kyrgyzstan,KGZ,Europe,Low_income,60.9,,,2006,0.61,12.2,0.09,0.75,1.77,4.425,2.4699999999999998
Cambodia,KHM,Western Pacific,Low_income,61.6,Buddhist,12984523,2006,0.81,16.2,0.01,0.08333333333333334,1.21,3.025,2.0300000000000002
Kiribati,KIR,Western Pacific,Lower_middle_income,57.9,Roman Catholic,63116,2006,0.63,12.6,0.1,0.8333333333333334,0.03,0.075,0.76
Saint Kitts and Nevis,KNA,Americas,Upper_middle_income,63.2,,,2006,3.96,79.19999999999999,0.35,2.9166666666666665,6.24,15.6,10.55
Republic of Korea,KOR,Western Pacific,High_income,72.7,No Religion,27498715,2006,2.22,44.4,0.14,1.1666666666666667,0.33,0.825,2.6900000000000004
Kuwait,KWT,Eastern Mediterranean,High_income,67.9,,,2006,0.0,0.0,0.0,0.0,0.01,0.024999999999999998,0.01
Lao People's Democratic Republic,LAO,Western Pacific,Low_income,57.2,Buddhist,4201993,2006,1.49,29.799999999999997,0.0,0.0,2.2,5.5,3.6900000000000004
Lebanon,LBN,Eastern Mediterranean,Upper_middle_income,69.7,,,2006,0.38,7.6,0.66,5.500000000000001,0.76,1.9,1.8
Liberia,LBR,Africa,Low_income,52.4,Roman Catholic,2975675,2006,0.3,5.999999999999999,0.0,0.0,3.75,9.375,4.05
Libya,LBY,Eastern Mediterranean,Upper_middle_income,64.4,,,2006,0.01,0.19999999999999998,0.0,0.0,0.0,0.0,0.01
Saint Lucia,LCA,Americas,Upper_middle_income,63.0,Roman Catholic,105755,2006,3.82,76.39999999999999,1.68,14.0,7.07,17.675,12.57
Sri Lanka,LKA,South_East Asia,Lower_middle_income,65.4,Buddhist,14272056,2006,0.2,4.0,0.0,0.0,1.72,4.3,1.92
Lesotho,LSO,Africa,Lower_middle_income,43.0,,,2006,1.23,24.599999999999998,0.0,0.0,0.54,1.35,1.77
Lithuania,LTU,Europe,Upper_middle_income,65.1,Roman Catholic,2350478,2006,6.0,120.0,1.4,11.666666666666666,4.5,11.25,11.9
Luxembourg,LUX,Europe,High_income,71.6,,,2006,4.46,89.19999999999999,5.06,42.166666666666664,2.46,6.1499999999999995,11.98
Latvia,LVA,Europe,Upper_middle_income,64.8,,,2006,4.09,81.8,1.06,8.833333333333334,4.48,11.200000000000001,9.63
Morocco,MAR,Eastern Mediterranean,Lower_middle_income,60.9,,,2006,0.22,4.3999999999999995,0.29,2.4166666666666665,0.07,0.17500000000000002,0.5800000000000001
Republic of Moldova,MDA,Europe,Lower_middle_income,62.5,Orthodox,2528152,2006,1.88,37.599999999999994,1.91,15.916666666666666,3.9,9.75,7.6899999999999995
Madagascar,MDG,Africa,Low_income,55.1,,,2006,0.34,6.8,0.17,1.4166666666666667,0.17,0.425,0.68
Maldives,MDV,South_East Asia,Lower_middle_income,67.8,Muslim,377651,2006,0.53,10.6,0.29,2.4166666666666665,0.79,1.975,1.61
Mexico,MEX,Americas,Upper_middle_income,67.0,Roman Catholic,92924489,2006,3.94,78.8,0.09,0.75,1.03,2.5749999999999997,5.0600000000000005
The former Yugoslav republic of Macedonia,MKD,Europe,Upper_middle_income,66.0,Orthodox,1310184,2006,0.89,17.8,0.36,3.0,0.5,1.25,1.75
Mali,MLI,Africa,Low_income,48.9,,,2006,0.07,1.4000000000000001,0.0,0.0,0.01,0.024999999999999998,0.08
Malta,MLT,Europe,High_income,70.6,,,2006,2.15,42.99999999999999,4.9,40.833333333333336,1.49,3.7249999999999996,8.540000000000001
Myanmar,MMR,South_East Asia,Low_income,57.2,Buddhist,45185449,2006,0.11,2.1999999999999997,0.0,0.0,0.16,0.39999999999999997,0.27
Montenegro,MNE,Europe,Upper_middle_income,65.8,Christian Orthodox,446858,2006,0.02,0.39999999999999997,2.85,23.75,2.3,5.749999999999999,5.17
Mongolia,MNG,Western Pacific,Lower_middle_income,60.0,Buddhist,1009357,2006,0.5,10.0,0.15,1.25,2.26,5.6499999999999995,2.9099999999999997
Mozambique,MOZ,Africa,Low_income,46.3,Roman Catholic,5748176,2006,0.51,10.2,0.09,0.75,0.58,1.4499999999999997,1.18
Mauritania,MRT,Africa,Low_income,53.6,,,2006,0.0,0.0,0.0,0.0,0.01,0.024999999999999998,0.01
Mauritius,MUS,Africa,Upper_middle_income,64.8,Hindu,469313,2006,1.81,36.199999999999996,0.3,2.5,1.61,4.025,3.7199999999999998
Malawi,MWI,Africa,Low_income,51.0,Roman Catholic,13581623,2006,0.14,2.8000000000000003,0.01,0.08333333333333334,0.22,0.5499999999999999,0.37
Malaysia,MYS,Western Pacific,Upper_middle_income,64.6,Muslim,17375794,2006,0.34,6.8,0.0,0.0,0.08,0.19999999999999998,0.42000000000000004
Namibia,NAM,Africa,Upper_middle_income,58.1,,,2006,3.57,71.39999999999999,0.24,2.0,0.8,2.0,4.609999999999999
Niger,NER,Africa,Low_income,50.7,Muslim,16978889,2006,0.05,1.0,0.01,0.08333333333333334,0.04,0.09999999999999999,0.1
Nigeria,NGA,Africa,Lower_middle_income,47.0,,,2006,0.6,11.999999999999998,0.0,0.0,0.02,0.049999999999999996,0.62
Nicaragua,NIC,Americas,Lower_middle_income,64.0,Roman Catholic,2652985,2006,1.19,23.799999999999997,0.01,0.08333333333333334,2.49,6.2250000000000005,3.6900000000000004
Niue,NIU,Western Pacific,Low_income,63.8,Ekalesia Niue,981,2006,3.76,75.19999999999999,0.34,2.8333333333333335,3.0,7.5,7.1
Netherlands,NLD,Europe,High_income,71.4,,,2006,4.77,95.39999999999999,3.43,28.583333333333336,1.59,3.975,9.79
Norway,NOR,Europe,High_income,70.6,,,2006,3.01,60.199999999999996,2.05,17.083333333333332,1.3,3.25,6.359999999999999
Nepal,NPL,South_East Asia,Low_income,59.2,Hindu,21551492,2006,0.07,1.4000000000000001,0.0,0.0,0.12,0.3,0.19
Nauru,NRU,Western Pacific,High_income,66.5,,,2006,0.94,18.799999999999997,0.03,0.25,0.0,0.0,0.97
New Zealand,NZL,Western Pacific,High_income,72.0,No Religion,1635348,2006,3.94,78.8,3.14,26.166666666666668,1.35,3.375,8.43
Oman,OMN,Eastern Mediterranean,High_income,66.0,,,2006,0.22,4.3999999999999995,0.01,0.08333333333333334,0.35,0.8749999999999999,0.58
Pakistan,PAK,Eastern Mediterranean,Lower_middle_income,56.7,,,2006,0.0,0.0,0.0,0.0,0.03,0.075,0.03
Panama,PAN,Americas,Upper_middle_income,67.2,,,2006,3.8,75.99999999999999,0.18,1.5,1.72,4.3,5.7
Peru,PER,Americas,Upper_middle_income,66.9,Roman Catholic,17635339,2006,2.07,41.39999999999999,0.42,3.5,1.73,4.324999999999999,4.22
Philippines,PHL,Western Pacific,Lower_middle_income,59.8,Roman Catholic,80304061,2006,1.15,22.999999999999996,0.01,0.08333333333333334,2.92,7.3,4.08
Papua New Guinea,PNG,Western Pacific,Lower_middle_income,53.5,,,2006,0.61,12.2,0.02,0.16666666666666669,0.02,0.049999999999999996,0.65
Poland,POL,Europe,Upper_middle_income,67.0,Roman Catholic,33331533,2006,5.9,118.0,1.3,10.833333333333334,3.2,8.0,10.4
Democratic People's Republic of Korea,PRK,South_East Asia,Low_income,62.6,,,2006,0.19,3.8,0.0,0.0,3.09,7.725,3.28
Portugal,PRT,Europe,High_income,70.9,Roman Catholic,7281887,2006,3.77,75.39999999999999,7.79,64.91666666666667,1.07,2.675,12.63
Paraguay,PRY,Americas,Lower_middle_income,64.7,Roman Catholic,3488086,2006,2.35,47.0,1.21,10.083333333333334,1.93,4.824999999999999,5.49
Qatar,QAT,Eastern Mediterranean,High_income,67.9,Muslim,576391,2006,0.41,8.2,0.17,1.4166666666666667,0.7,1.7499999999999998,1.2799999999999998
Romania,ROU,Europe,Upper_middle_income,65.7,Orthodox,16307004,2006,4.62,92.39999999999999,2.99,24.916666666666668,0.9,2.25,8.51
Russian Federation,RUS,Europe,Upper_middle_income,60.5,,,2006,4.1,81.99999999999999,1.0,8.333333333333334,6.7,16.75,11.8
Rwanda,RWA,Africa,Low_income,55.7,Roman Catholic,4599371,2006,0.63,12.6,0.0,0.0,0.02,0.049999999999999996,0.65
Saudi Arabia,SAU,Eastern Mediterranean,High_income,65.4,,,2006,0.0,0.0,0.0,0.0,0.08,0.19999999999999998,0.08
Sudan,SDN,Eastern Mediterranean,Lower_middle_income,53.3,,,2006,0.01,0.19999999999999998,0.0,0.0,0.3,0.7499999999999999,0.31
Senegal,SEN,Africa,Low_income,55.4,,,2006,0.16,3.1999999999999997,0.14,1.1666666666666667,0.05,0.125,0.35000000000000003
Singapore,SGP,Western Pacific,High_income,76.3,Buddhist,1032879,2006,1.14,22.799999999999997,0.19,1.5833333333333335,0.19,0.475,1.5199999999999998
Solomon Islands,SLB,Western Pacific,Lower_middle_income,59.6,,,2006,0.93,18.6,0.02,0.16666666666666669,0.03,0.075,0.9800000000000001
Sierra Leone,SLE,Africa,Low_income,39.4,,,2006,0.15,2.9999999999999996,0.01,0.08333333333333334,0.01,0.024999999999999998,0.17
El Salvador,SLV,Americas,Lower_middle_income,63.1,,,2006,1.06,21.2,0.03,0.25,1.67,4.175,2.76
Somalia,SOM,Eastern Mediterranean,Low_income,46.1,,,2006,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Serbia,SRB,Europe,Upper_middle_income,65.3,Serbian Orthodox,6079396,2006,3.62,72.39999999999999,2.63,21.916666666666668,2.13,5.324999999999999,8.379999999999999
Sao Tome and Principe,STP,Africa,Lower_middle_income,57.5,Roman Catholic,99570,2006,1.01,20.2,3.87,32.25,0.59,1.4749999999999999,5.47
Suriname,SUR,Americas,Upper_middle_income,65.2,Roman Catholic,262320,2006,1.64,32.8,0.11,0.9166666666666667,2.63,6.574999999999999,4.38
Slovakia,SVK,Europe,High_income,66.7,Roman Catholic,3347277,2006,3.82,76.39999999999999,2.15,17.916666666666668,4.3,10.749999999999998,10.27
Slovenia,SVN,Europe,High_income,69.4,Roman Catholic,1135626,2006,5.7,114.0,5.43,45.25,1.13,2.8249999999999997,12.259999999999998
Sweden,SWE,Europe,High_income,71.6,,,2006,2.5,50.0,2.9,24.166666666666668,1.0,2.5,6.4
Swaziland,SWZ,Africa,Lower_middle_income,45.0,,,2006,1.65,32.99999999999999,0.01,0.08333333333333334,0.5,1.25,2.16
Seychelles,SYC,Africa,Upper_middle_income,66.7,Roman Catholic,67280,2006,4.59,91.8,2.3,19.166666666666664,1.23,3.0749999999999997,8.12
Syrian Arab Republic,SYR,Eastern Mediterranean,Lower_middle_income,65.8,,,2006,0.08,1.5999999999999999,0.35,2.9166666666666665,0.54,1.35,0.97
Chad,TCD,Africa,Low_income,44.3,,,2006,0.23,4.6,0.01,0.08333333333333334,0.02,0.049999999999999996,0.26
Togo,TGO,Africa,Low_income,50.0,,,2006,0.51,10.2,0.42,3.5,0.13,0.325,1.06
Thailand,THA,South_East Asia,Lower_middle_income,65.7,Buddhist,61746429,2006,1.97,39.4,0.02,0.16666666666666669,4.18,10.45,6.17
Tajikistan,TJK,Europe,Low_income,60.1,,,2006,0.09,1.7999999999999998,0.01,0.08333333333333334,0.27,0.675,0.37
Turkmenistan,TKM,Europe,Lower_middle_income,55.9,,,2006,0.27,5.4,1.2,10.0,1.24,3.0999999999999996,2.71
Timor_Leste,TLS,South_East Asia,Lower_middle_income,57.2,Roman Catholic,715285,2006,0.01,0.19999999999999998,0.02,0.16666666666666669,0.01,0.024999999999999998,0.04
Tonga,TON,Western Pacific,Lower_middle_income,62.4,Free Wesleyan Church,35082,2006,0.87,17.4,0.09,0.75,0.83,2.0749999999999997,1.79
Trinidad and Tobago,TTO,Americas,High_income,60.5,Roman Catholic,285671,2006,3.21,64.19999999999999,0.1,0.8333333333333334,2.91,7.275,6.220000000000001
Tunisia,TUN,Eastern Mediterranean,Lower_middle_income,66.4,,,2006,0.88,17.599999999999998,0.51,4.25,0.06,0.15,1.4500000000000002
Turkey,TUR,Europe,Upper_middle_income,65.4,,,2006,0.76,15.2,0.05,0.4166666666666667,0.47,1.1749999999999998,1.28
Tuvalu,TUV,Western Pacific,Upper_middle_income,58.6,Church of Tuvalu,8521,2006,0.85,17.0,0.15,1.25,0.37,0.9249999999999999,1.37
United Republic of Tanzania,TZA,Africa,Low_income,53.3,,,2006,0.64,12.799999999999999,0.01,0.08333333333333334,0.15,0.37499999999999994,0.8
Uganda,UGA,Africa,Low_income,50.3,Roman Catholic,10242594,2006,0.55,11.0,0.0,0.0,0.18,0.44999999999999996,0.73
Ukraine,UKR,Europe,Lower_middle_income,62.9,,,2006,3.01,60.199999999999996,0.69,5.75,4.09,10.225,7.789999999999999
Uruguay,URY,Americas,Upper_middle_income,67.7,,,2006,1.49,29.799999999999997,4.19,34.91666666666667,0.9,2.25,6.580000000000001
United States of America,USA,Americas,High_income,69.3,,,2006,4.54,90.8,1.4,11.666666666666666,2.69,6.725,8.629999999999999
Uzbekistan,UZB,Europe,Low_income,60.6,,,2006,0.33,6.6,0.19,1.5833333333333335,1.45,3.6249999999999996,1.97
Saint Vincent and the Grenadines,VCT,Americas,Upper_middle_income,62.9,Anglican,18864,2006,2.59,51.8,0.27,2.2500000000000004,2.95,7.375,5.8100000000000005
Venezuela (Bolivarian Republic of),VEN,Americas,Upper_middle_income,66.2,,,2006,6.35,126.99999999999999,0.14,1.1666666666666667,1.74,4.35,8.229999999999999
Viet Nam,VNM,Western Pacific,Low_income,65.9,No Religion,61570544,2006,1.16,23.199999999999996,0.01,0.08333333333333334,1.4,3.4999999999999996,2.57
Vanuatu,VUT,Western Pacific,Lower_middle_income,62.4,Presbyterian,65345,2006,0.46,9.2,0.18,1.5,0.36,0.8999999999999999,1.0
Samoa,WSM,Western Pacific,Lower_middle_income,64.1,Congregational,56818,2006,3.37,67.39999999999999,0.09,0.75,0.07,0.17500000000000002,3.53
Yemen,YEM,Eastern Mediterranean,Low_income,54.7,,,2006,0.04,0.7999999999999999,0.0,0.0,0.0,0.0,0.04
South Africa,ZAF,Africa,Upper_middle_income,51.8,No Religion,6767165,2006,3.85,77.0,1.38,11.5,1.34,3.35,6.57
Zambia,ZMB,Africa,Low_income,50.3,Protestant,9436231,2006,0.45,9.0,0.02,0.16666666666666669,0.3,0.7499999999999999,0.77
Zimbabwe,ZWE,Africa,Low_income,49.8,,,2006,1.09,21.8,0.01,0.08333333333333334,0.38,0.95,1.48
Afghanistan,AFG,Eastern Mediterranean,Low_income,50.0,,,2007,0.01,0.19999999999999998,0.01,0.08333333333333334,0.0,0.0,0.02
Angola,AGO,Africa,Lower_middle_income,44.5,,,2007,3.48,69.6,2.55,21.25,0.3,0.7499999999999999,6.329999999999999
Albania,ALB,Europe,Lower_middle_income,64.8,Muslim,1587608,2007,1.86,37.2,1.36,11.333333333333334,2.26,5.6499999999999995,5.48
Andorra,AND,Europe,High_income,71.8,,,2007,3.7,74.0,4.93,41.083333333333336,2.94,7.35,11.569999999999999
United Arab Emirates,ARE,Eastern Mediterranean,High_income,66.8,,,2007,0.29,5.799999999999999,0.12,1.0,1.28,3.1999999999999997,1.69
Argentina,ARG,Americas,Upper_middle_income,66.7,,,2007,2.75,55.0,4.65,38.75000000000001,0.44,1.0999999999999999,7.840000000000001
Armenia,ARM,Europe,Lower_middle_income,62.4,Armenian Apostolic,2796519,2007,0.38,7.6,0.23,1.9166666666666667,3.38,8.45,3.9899999999999998
Antigua and Barbuda,ATG,Americas,High_income,64.1,Anglican,19767,2007,2.95,59.0,1.8,15.000000000000002,3.6,9.0,8.35
Australia,AUS,Western Pacific,High_income,72.6,No Religion,6933708,2007,4.63,92.6,3.7,30.833333333333336,1.15,2.8749999999999996,9.48
Austria,AUT,Europe,High_income,70.6,Roman Catholic,5915421,2007,6.4,128.0,4.4,36.66666666666667,1.7,4.25,12.5
Azerbaijan,AZE,Europe,Lower_middle_income,63.3,,,2007,0.34,6.8,0.17,1.4166666666666667,0.51,1.275,1.02
Burundi,BDI,Africa,Low_income,48.0,Roman Catholic,4941833,2007,1.42,28.4,0.0,0.0,0.01,0.024999999999999998,1.43
Belgium,BEL,Europe,High_income,70.5,,,2007,5.21,104.19999999999999,4.27,35.58333333333333,0.77,1.925,10.25
Benin,BEN,Africa,Low_income,50.4,,,2007,0.55,11.0,0.17,1.4166666666666667,0.1,0.25,0.8200000000000001
Burkina Faso,BFA,Africa,Low_income,50.6,Muslim,8485149,2007,0.45,9.0,0.07,0.5833333333333334,0.2,0.5,0.72
Bangladesh,BGD,South_East Asia,Low_income,60.8,Muslim,111393250,2007,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Bulgaria,BGR,Europe,Upper_middle_income,65.3,Eastern Orthodox,4374135,2007,4.41,88.2,1.7,14.166666666666666,4.73,11.825000000000001,10.84
Bahrain,BHR,Eastern Mediterranean,High_income,65.9,Muslim,866888,2007,0.49,9.799999999999999,0.26,2.166666666666667,1.24,3.0999999999999996,1.99
Bahamas,BHS,Americas,High_income,64.4,Baptist,122500,2007,3.82,76.39999999999999,1.89,15.75,4.54,11.35,10.25
Bosnia and Herzegovina,BIH,Europe,Upper_middle_income,67.6,,,2007,3.77,75.39999999999999,0.6,5.0,0.64,1.5999999999999999,5.01
Belarus,BLR,Europe,Upper_middle_income,62.4,,,2007,2.38,47.599999999999994,0.82,6.833333333333333,6.06,15.149999999999999,9.26
Belize,BLZ,Americas,Lower_middle_income,63.6,Roman Catholic,129456,2007,4.88,97.6,0.16,1.3333333333333335,2.08,5.2,7.12
Bolivia (Plurinational State of),BOL,Americas,Lower_middle_income,59.2,,,2007,2.54,50.8,0.25,2.0833333333333335,0.66,1.65,3.45
Brazil,BRA,Americas,Upper_middle_income,65.3,Roman Catholic,123280172,2007,3.74,74.8,0.38,3.166666666666667,3.04,7.6,7.16
Barbados,BRB,Americas,High_income,66.2,Anglican,53969,2007,3.14,62.8,1.12,9.333333333333334,3.95,9.875,8.21
Brunei Darussalam,BRN,Western Pacific,High_income,68.7,Muslim,309962,2007,0.76,15.2,0.02,0.16666666666666669,0.06,0.15,0.8400000000000001
Bhutan,BTN,South_East Asia,Lower_middle_income,59.4,,,2007,0.12,2.4,0.02,0.16666666666666669,0.02,0.049999999999999996,0.15999999999999998
Botswana,BWA,Africa,Upper_middle_income,54.2,Roman Catholic,1171537,2007,2.68,53.6,1.86,15.500000000000002,0.5,1.25,5.04
Central African Republic,CAF,Africa,Low_income,43.7,,,2007,0.28,5.6000000000000005,0.01,0.08333333333333334,0.03,0.075,0.32000000000000006
